bathrooms,bedrooms,price,square_feet,latitude,longitude,time,number_of_amenities
1.0,2.0,1035,900,33.7848,-84.3922,1577360547,0
1.0,2.0,1030,900,43.7012,-85.4657,1577016046,0
1.0,2.0,1025,900,42.0259,-93.6516,1577016989,0
1.0,1.0,1021,900,36.8379,-76.0939,1568750007,5
2.0,2.0,1015,900,36.4688,-78.2924,1568765426,9
1.0,2.0,999,900,40.3012,-111.6907,1577360246,0
1.0,2.0,995,900,42.0259,-93.6516,1577360519,0
1.0,2.0,995,900,42.9908,-89.5684,1577015697,7
1.0,2.0,978,900,36.4336,-78.0027,1568765454,9
1.0,1.0,975,900,40.1755,-74.8464,1577358997,6
1.0,2.0,975,900,29.8831,-97.945,1577014865,1
1.0,1.0,964,900,36.1147,-80.0915,1568750358,9
2.0,2.0,950,900,30.4528,-87.2644,1577358626,10
1.0,1.0,950,900,39.0744,-94.5521,1577015087,7
1.0,2.0,935,900,39.5076,-121.5058,1577360065,0
1.0,2.0,924,900,36.0334,-79.4909,1568747766,5
1.0,1.0,900,900,39.0744,-94.5521,1577015053,7
1.0,2.0,900,900,40.5059,-80.1869,1568778331,4
1.0,1.0,899,900,33.9094,-78.1285,1577358917,0
1.0,1.0,898,900,61.1723,-149.8414,1577358618,1
1.0,2.0,875,900,41.6121,-87.5514,1575149191,2
1.0,2.0,870,900,40.3613,-86.9005,1577358831,6
1.0,2.0,850,900,40.2854,-83.0595,1577309386,3
1.0,2.0,850,900,39.0744,-94.5521,1577015069,5
1.0,2.0,850,900,42.0259,-93.6516,1577015650,0
1.0,2.0,850,900,43.0724,-89.4003,1577015772,6
1.0,2.0,850,900,39.0744,-94.5521,1577014869,4
1.0,2.0,850,900,36.0785,-94.1531,1577016817,0
2.0,2.0,850,900,36.1045,-115.0677,1568743999,9
2.0,2.0,848,900,43.5329,-96.7265,1577359883,0
1.0,2.0,825,900,41.1298,-96.2485,1577360079,0
1.0,3.0,825,900,42.9497,-85.6417,1577359364,0
1.0,2.0,815,900,46.8013,-100.7562,1577359931,0
1.0,2.0,805,900,40.3306,-79.8062,1568779212,9
1.0,2.0,800,900,36.5351,-87.3442,1577360301,0
1.0,1.0,800,900,46.8296,-100.8908,1577359703,0
1.0,3.0,800,900,36.116,-95.9281,1577359174,3
1.0,2.0,795,900,41.6251,-93.7375,1577358810,7
1.0,2.0,785,900,37.0575,-76.4614,1568756550,3
1.0,2.0,785,900,37.0575,-76.4614,1568756478,3
1.5,2.0,780,900,31.5887,-94.5735,1577359585,0
1.0,2.0,775,900,39.0744,-94.5521,1577359197,5
2.0,2.0,770,900,35.6553,-80.4824,1577309491,10
1.0,2.0,765,900,40.2996,-79.819,1568779302,9
2.0,2.0,760,900,32.5548,-94.7807,1568768293,10
2.0,2.0,750,900,35.7193,-81.3418,1577358996,6
1.0,2.0,750,900,44.2745,-88.4153,1577358598,3
1.0,2.0,735,900,41.3711,-82.1168,1568748088,8
1.0,2.0,700,900,42.7242,-84.477,1577358813,4
1.0,2.0,700,900,29.4624,-98.5253,1577360190,0
1.0,2.0,695,900,43.5884,-96.5752,1577359976,0
1.0,2.0,695,900,43.5329,-96.7265,1577360323,0
1.0,2.0,675,900,41.9295,-83.3654,1577359486,0
2.0,2.0,650,900,38.9401,-92.3167,1577359867,0
1.0,2.0,645,900,47.9179,-97.0658,1577360039,0
1.0,2.0,635,900,40.3914,-79.8369,1568779440,7
1.0,2.0,625,900,32.833,-83.6723,1577016589,0
2.0,2.0,565,900,26.1596,-97.989,1577359145,11
1.5,2.0,505,900,35.2441,-97.4144,1568779366,10
2.0,2.0,500,900,30.7084,-96.347,1575062563,4
1.0,2.0,500,900,33.1472,-96.104,1568766847,3
1.0,2.0,455,900,40.5755,-79.7224,1568777326,5
1.5,2.0,1231,901,40.5059,-80.1869,1568778533,10
1.0,2.0,999,901,41.6713,-70.1916,1568767135,2
1.0,2.0,874,901,31.7872,-93.1282,1568745963,0
1.0,2.0,850,901,42.2837,-85.5793,1577358796,0
2.0,2.0,578,901,26.2147,-98.3516,1577359146,11
1.0,2.0,1850,902,39.7317,-104.9698,1568746681,2
2.0,2.0,1250,902,27.0717,-82.3833,1577360281,0
1.0,2.0,1225,902,41.8859,-88.3101,1577360393,0
1.0,1.0,1177,902,47.3099,-122.3139,1568766090,1
1.0,2.0,845,902,47.6794,-117.4018,1577016828,0
1.0,2.0,700,902,34.7754,-84.9497,1577016700,0
1.0,1.0,1730,903,39.1649,-76.7156,1577305036,0
1.0,1.0,1495,903,30.3054,-97.7497,1577359788,2
1.5,1.0,1300,903,39.8163,-98.5576,1577360547,0
1.0,1.0,1265,903,30.3054,-97.7497,1577359456,4
2.0,2.0,1240,903,39.4944,-77.4535,1577305308,0
2.0,2.0,1055,903,32.8255,-97.1039,1568779695,4
1.0,1.0,834,903,39.7078,-86.3938,1577358654,4
1.0,2.0,1770,904,40.3346,-74.5794,1568780321,13
1.0,2.0,1770,904,40.3346,-74.5794,1568779983,13
2.0,2.0,2859,905,33.852,-118.3759,1577360136,0
1.0,1.0,2450,905,44.9855,-93.3023,1576666263,7
3.0,3.0,1797,905,40.4969,-86.9659,1577358852,4
2.0,2.0,1468,905,47.3866,-122.1969,1568773800,8
2.0,2.0,1330,905,33.0023,-96.8406,1568766447,7
1.0,2.0,1240,905,30.3054,-97.7497,1577360119,0
1.0,2.0,1160,905,36.1536,-115.1965,1568754034,5
1.0,1.0,1050,905,38.8647,-94.8283,1577358663,8
2.0,2.0,795,905,34.678,-92.7603,1577359037,9
1.0,1.0,1743,906,39.0747,-76.7017,1568778729,4
1.0,2.0,1700,906,43.6046,-116.2475,1577360007,0
1.5,2.0,1683,906,47.8616,-122.2729,1568782026,10
1.5,2.0,1683,906,47.8616,-122.2729,1568782542,10
1.5,1.0,1295,906,32.4293,-97.7612,1568779988,8
1.0,1.0,1175,906,30.3054,-97.7497,1577016865,0
1.0,1.0,730,906,33.3926,-86.8018,1577358748,0
1.0,1.0,1369,907,33.6713,-116.2873,1577017084,0
1.0,3.0,1194,907,32.2264,-110.9438,1577358745,9
2.0,2.0,1640,908,47.7921,-122.3045,1568777665,6
1.0,1.0,1225,908,29.4624,-98.5253,1577014956,7
1.0,1.0,1010,908,33.4549,-84.128,1577359344,0
2.0,2.0,660,908,34.8523,-92.4058,1577359473,5
2.0,2.0,1095,909,42.0259,-93.6516,1577016826,0
2.0,2.0,1887,910,47.4457,-122.1407,1568780574,2
1.0,1.0,1750,910,41.5486,-90.5922,1577360549,0
2.0,4.0,1496,910,40.4969,-86.9659,1577358855,4
1.0,1.0,1161,910,35.7887,-78.6531,1568770358,3
1.0,1.0,1047,910,39.4853,-84.382,1568762582,13
1.0,1.0,1046,910,30.4601,-84.2714,1577358611,7
1.0,1.0,1019,910,39.267,-84.2921,1568764727,10
1.0,1.0,893,910,36.0746,-79.0777,1568749150,5
2.0,2.0,1949,911,47.616,-122.3275,1577359655,0
2.0,2.0,1870,911,40.3346,-74.5794,1568779867,13
1.0,1.0,1299,911,39.4915,-76.6609,1568771891,2
1.0,1.0,1079,911,33.9569,-84.0214,1577358482,6
2.0,2.0,991,911,38.9885,-84.6468,1577358668,6
2.0,2.0,3700,912,38.9118,-77.0132,1577358557,6
2.0,2.0,1313,912,33.0023,-96.8406,1568766275,5
1.0,2.0,1239,912,32.8525,-97.1399,1568776078,5
1.0,2.0,1159,912,32.8525,-97.1399,1568775912,2
1.0,2.0,1145,912,41.2562,-96.0404,1577359580,0
1.0,3.0,1045,912,38.7677,-90.388,1577016214,0
2.0,2.0,1004,912,35.753,-86.8832,1577358647,4
2.0,2.0,895,912,42.0259,-93.6516,1576667691,0
2.0,3.0,790,912,42.0259,-93.6516,1576667756,0
1.0,1.0,1795,913,43.0531,-87.9659,1577360267,0
2.0,2.0,1712,913,47.791,-122.2177,1568770528,2
1.0,1.0,1685,913,41.8388,-72.8231,1568778772,4
2.0,2.0,1480,913,33.4345,-88.8353,1577359363,5
1.0,2.0,1397,913,47.2154,-122.4608,1577358603,10
1.0,2.0,1005,913,32.8255,-97.1039,1568779668,12
1.0,1.0,808,913,32.8255,-97.1039,1568779734,10
1.0,1.0,805,913,32.8255,-97.1039,1568779381,11
1.0,1.0,5000,914,37.7599,-122.4379,1577359212,2
2.0,2.0,1855,914,39.266,-76.8455,1568773500,9
2.0,3.0,1575,914,43.0724,-89.4003,1577015504,3
2.0,1.0,1555,914,47.4608,-122.2095,1568779566,3
2.0,2.0,1350,914,25.3801,-80.4041,1570656439,2
1.0,1.0,1128,914,32.7767,-97.0816,1568771148,16
1.0,2.0,1123,914,29.6015,-95.6306,1577358265,3
2.0,2.0,4895,915,37.7599,-122.4379,1577359216,2
2.0,2.0,2295,915,34.1881,-118.3905,1577360066,0
1.0,1.0,2120,915,47.5632,-122.2265,1568777350,1
1.0,1.0,1650,915,44.4624,-73.1603,1577360050,0
1.0,2.0,1445,915,39.266,-76.8455,1568773332,5
1.0,2.0,1410,915,43.2523,-70.8736,1568774671,4
1.0,2.0,1300,915,39.7136,-105.0655,1568749948,0
1.0,1.0,1045,915,33.8335,-112.1292,1577358759,2
1.0,2.0,565,915,47.9179,-97.0658,1577360016,0
1.0,2.0,2199,916,44.9855,-93.3023,1577017178,0
1.0,2.0,1800,916,40.4678,-79.9134,1568781912,2
2.0,2.0,1365,916,38.8562,-104.772,1576791595,5
2.0,2.0,1300,916,42.0259,-93.6516,1577360163,0
1.0,2.0,1130,916,47.3099,-122.3139,1568766322,6
1.0,2.0,1025,916,44.9773,-93.0391,1576666506,9
1.0,2.0,820,916,47.9179,-97.0658,1577358818,6
1.0,2.0,725,916,43.4251,-83.9731,1577358829,8
1.0,2.0,1900,917,33.8569,-118.0019,1576666458,0
1.0,2.0,1295,917,45.4913,-122.4185,1577359942,0
1.0,1.0,655,917,39.0375,-95.7052,1577358872,6
1.5,2.0,2495,918,37.7184,-122.0656,1577017156,0
1.0,1.0,2025,918,40.3663,-74.6688,1568780720,1
2.0,2.0,1890,918,47.6124,-122.1427,1568767959,3
2.0,2.0,1805,918,47.8616,-122.2729,1568782101,5
2.0,2.0,1289,918,36.142,-115.2247,1568749650,6
1.0,1.0,1250,918,44.8525,-93.5502,1577360152,0
1.0,2.0,1200,918,42.9115,-87.8656,1577015736,2
1.0,3.0,830,918,39.2431,-84.5394,1568769099,1
1.0,2.0,750,918,43.5329,-96.7265,1577017150,0
1.0,1.0,1920,919,30.3054,-97.7497,1577359694,6
1.0,2.0,1110,919,39.4642,-76.8115,1568781298,7
1.0,1.0,2700,920,41.0091,-74.2081,1577016821,0
1.0,2.0,2065,920,33.8154,-118.037,1568772102,0
1.0,2.0,2050,920,47.616,-122.3275,1577360298,0
1.0,1.0,1810,920,38.9974,-76.8818,1568754967,3
1.0,1.0,1649,920,40.6623,-74.2087,1568776489,5
1.0,2.0,1630,920,40.2659,-74.6959,1568782058,1
1.0,2.0,1586,920,40.2659,-74.6959,1568782120,1
1.0,1.0,1556,920,34.0299,-84.2425,1568769084,4
2.0,2.0,1495,920,33.5178,-112.0848,1577359371,2
1.0,2.0,1245,920,45.4913,-122.4185,1577014978,5
1.0,2.0,1195,920,40.5422,-105.1137,1568765196,2
1.0,1.0,1094,920,33.9222,-84.0725,1568776143,2
1.5,1.0,1067,920,33.9683,-84.4394,1568780315,3
1.0,2.0,950,920,40.7061,-111.9048,1577360255,0
1.0,1.0,922,920,35.7193,-81.3418,1577310057,5
2.0,2.0,910,920,33.9901,-80.9964,1577305096,4
1.0,1.0,895,920,43.5329,-96.7265,1577359677,4
1.0,2.0,835,920,43.5329,-96.7265,1577358911,6
1.0,1.0,826,920,40.4448,-79.9725,1577359283,1
1.0,2.0,825,920,43.5329,-96.7265,1577358912,7
1.0,2.0,1565,921,35.9393,-86.8716,1577359116,0
2.0,2.0,1430,921,27.7332,-97.4058,1577359020,7
1.5,1.0,1195,921,39.8163,-98.5576,1577360327,0
1.0,2.0,2800,922,42.328,-71.071,1577359271,2
1.0,1.0,1580,922,34.0648,-84.0849,1568770457,14
1.0,1.0,1464,922,41.7922,-72.8576,1577359097,1
1.0,2.0,4795,923,37.7599,-122.4379,1577359214,2
1.0,2.0,1895,923,26.1343,-80.233,1577015209,8
2.0,2.0,1850,923,32.7876,-117.1265,1577359903,0
1.0,1.0,1713,923,43.0791,-73.7766,1577360317,0
2.0,2.0,1475,923,47.3099,-122.3139,1568766374,6
1.0,1.0,1953,924,47.8441,-122.1991,1568770053,4
2.0,2.0,1760,924,44.5716,-123.282,1577015628,10
2.0,2.0,1575,924,47.5968,-122.7026,1577358916,9
2.0,2.0,916,924,44.8476,-93.7899,1575976888,8
1.5,2.0,675,924,39.9621,-82.7824,1576706681,3
1.0,2.0,2595,925,37.7605,-122.2522,1577359169,5
1.0,2.0,2495,925,34.1056,-118.3668,1577291602,1
1.0,2.0,2495,925,34.1056,-118.3668,1577288925,1
1.0,2.0,2100,925,37.7931,-122.2429,1577312836,2
2.0,2.0,2020,925,33.8323,-117.9079,1577358689,0
2.0,2.0,1476,925,38.9577,-104.7566,1568773704,4
1.0,1.0,1450,925,44.9368,-93.3605,1576666263,9
2.0,2.0,1436,925,38.9577,-104.7566,1568773611,4
1.0,2.0,1375,925,43.0724,-89.4003,1576322076,6
1.0,1.0,1295,925,32.6691,-117.0917,1577360005,0
1.0,2.0,1250,925,39.736,-104.9819,1577360312,0
2.0,2.0,1150,925,33.1993,-97.1268,1577359545,0
1.0,2.0,900,925,37.2737,-79.9668,1577360077,0
2.0,2.0,895,925,30.4601,-84.2714,1577359107,8
1.5,2.0,890,925,32.7693,-96.6848,1568753837,4
1.0,1.0,889,925,42.4869,-92.3426,1577358975,8
1.0,1.0,875,925,33.7069,-84.9334,1577017011,0
1.5,2.0,775,925,38.0172,-84.4931,1575285287,0
1.0,2.0,775,925,35.2441,-97.4144,1568779370,4
1.0,2.0,750,925,41.6077,-81.5066,1568755054,4
1.0,2.0,700,925,41.6077,-81.5066,1568754981,2
1.0,2.0,679,925,36.116,-95.9281,1577359575,0
1.5,2.0,1550,926,41.8625,-87.6825,1577359569,0
1.0,2.0,1275,926,32.6548,-97.1587,1568775167,3
2.0,2.0,1027,926,45.2764,-92.9901,1576666475,6
1.5,2.0,3050,927,38.9118,-77.0132,1577016931,0
2.0,2.0,1675,927,40.8511,-74.7078,1568768872,3
2.0,2.0,1490,927,40.8511,-74.7078,1568768926,3
2.0,2.0,1475,927,40.8511,-74.7078,1568768597,3
1.5,2.0,1445,927,39.1627,-76.6354,1568775915,11
1.5,2.0,1440,927,39.1627,-76.6354,1568775413,11
1.0,1.0,850,927,36.0909,-79.9272,1568753290,5
1.0,1.0,1192,928,34.0299,-84.2425,1568769248,13
2.0,2.0,1020,928,39.6379,-84.1686,1568775264,2
2.0,2.0,2770,929,40.8206,-74.2133,1568768486,2
2.0,2.0,2375,929,40.8084,-74.1224,1568770910,4
1.5,1.0,1435,929,39.7016,-74.2557,1577359898,0
2.0,2.0,2010,930,33.8726,-117.8546,1577358767,0
1.0,2.0,1700,930,41.78,-88.0222,1577360418,0
2.0,1.0,1424,930,29.4624,-98.5253,1577014963,1
1.5,2.0,1275,930,33.1993,-97.1268,1577017075,0
1.5,2.0,1200,930,30.4348,-86.6208,1577360043,0
2.0,2.0,1150,930,33.5178,-112.0848,1577359642,0
1.0,2.0,1144,930,36.8379,-76.0939,1568750027,5
1.0,1.0,1115,930,40.0275,-74.8831,1568774538,7
1.0,2.0,1100,930,39.9974,-82.9829,1577015477,0
2.0,2.0,1100,930,37.6249,-77.4948,1568745259,5
1.0,2.0,1072,930,38.2722,-76.4664,1577358469,1
2.0,2.0,1035,930,37.1329,-113.5097,1577016094,0
2.0,2.0,1000,930,47.9179,-97.0658,1577359704,0
2.0,2.0,965,930,36.0514,-78.8807,1568777002,6
1.0,2.0,895,930,44.5306,-122.8713,1576667756,0
1.5,2.0,668,930,35.3169,-118.9749,1577226978,5
1.0,2.0,624,930,40.1145,-88.2723,1577359060,4
1.0,2.0,610,930,38.0477,-97.3476,1577359131,5
1.0,2.0,6500,931,37.7599,-122.4379,1577015150,1
1.0,1.0,1740,931,30.3054,-97.7497,1577359638,0
1.0,1.0,1670,931,41.4029,-73.4637,1577359168,8
2.0,2.0,1418,931,33.1932,-87.5349,1577358909,9
2.0,2.0,1225,931,42.0259,-93.6516,1575978465,0
1.0,1.0,1085,931,34.0072,-84.0034,1568775317,3
2.0,2.0,1965,932,47.3949,-122.0287,1568776852,5
2.0,2.0,1965,932,47.3949,-122.0287,1568777081,5
2.0,2.0,1915,932,47.3949,-122.0287,1568776698,5
1.5,2.0,1586,932,39.1627,-76.6354,1568775321,3
2.0,2.0,1438,932,47.7974,-122.2037,1577359242,10
1.5,2.0,1295,932,45.5091,-122.6449,1577360016,0
1.5,1.0,2600,933,47.5988,-122.1507,1577359412,0
1.0,2.0,2195,933,45.5091,-122.6449,1577360322,0
1.0,2.0,1527,933,39.0956,-76.6212,1568778368,2
1.0,3.0,895,933,35.471,-97.5299,1575640627,0
1.0,3.0,785,933,39.8456,-84.1117,1568773915,2
1.0,1.0,695,933,39.8456,-84.1117,1568774017,2
1.5,2.0,1495,934,42.1165,-88.5022,1577016855,0
2.0,2.0,1180,934,36.8379,-76.0939,1568750062,5
2.0,2.0,807,934,32.8255,-97.1039,1568779300,10
2.0,2.0,2250,935,40.789,-74.0122,1568773736,5
1.0,1.0,1714,935,32.787,-96.7983,1577312111,6
1.0,2.0,1455,935,47.3866,-122.2109,1568773340,13
1.0,2.0,1450,935,38.7555,-76.9825,1568752834,9
1.0,2.0,1420,935,38.7555,-76.9825,1568752822,9
2.0,1.0,1335,935,39.2946,-76.6235,1568782040,4
1.5,2.0,1315,935,39.4915,-76.6609,1568771882,9
2.0,2.0,1173,935,41.1735,-81.4497,1568756600,8
2.0,2.0,999,935,41.6828,-93.7077,1577360032,0
2.0,2.0,985,935,39.2858,-84.522,1568769855,7
1.0,2.0,950,935,39.8163,-98.5576,1577360255,0
1.0,2.0,900,935,41.4712,-81.5155,1568753871,2
1.0,1.0,850,935,41.26,-95.8358,1577359167,11
1.0,2.0,835,935,48.2469,-101.3017,1577359863,0
2.0,2.0,811,935,43.5329,-96.7265,1577359883,0
2.0,3.0,2050,936,39.6828,-104.8078,1577359786,0
2.0,2.0,1833,936,47.4608,-122.2095,1568779338,7
1.0,1.0,1676,936,32.8212,-96.7853,1577359616,0
1.0,3.0,1599,936,40.1145,-88.2723,1577359061,3
1.5,2.0,1450,936,44.5716,-123.282,1577360360,0
1.0,3.0,945,936,47.9179,-97.0658,1577360024,0
1.0,3.0,850,936,40.4738,-86.1409,1577360102,0
2.0,2.0,645,936,36.5311,-82.5209,1576015186,3
1.0,2.0,1605,937,39.9608,-104.8195,1568767136,0
1.0,1.0,1528,937,39.644,-104.9026,1568755382,4
2.0,2.0,1267,937,32.8525,-97.1399,1568776594,7
1.0,2.0,1135,937,39.9513,-84.1778,1568772203,5
1.0,2.0,995,937,40.4261,-79.7631,1568780226,2
1.0,2.0,1600,938,41.8625,-87.6825,1576666251,0
2.0,1.0,1595,938,48.7871,-122.4437,1577360078,0
2.0,2.0,1485,938,45.661,-122.5489,1577360254,0
2.0,2.0,1255,938,32.8525,-97.1399,1568776133,9
2.0,2.0,1050,938,29.4624,-98.5253,1577016085,0
1.0,1.0,1997,939,42.1246,-71.1089,1568745091,3
1.5,1.0,1900,939,25.8275,-80.1842,1577360250,0
1.0,1.0,1889,939,29.7714,-95.4343,1577358259,5
2.0,2.0,1670,939,40.3346,-74.5794,1568780145,4
1.0,1.0,1558,939,32.7826,-96.777,1568753392,4
2.0,2.0,1545,939,40.3346,-74.5794,1568780070,4
2.0,2.0,1390,939,35.2505,-97.4596,1568778280,4
2.0,2.0,1390,939,35.2505,-97.4596,1568778632,4
2.0,2.0,1390,939,35.2505,-97.4596,1568778211,4
2.0,2.0,1370,939,35.2505,-97.4596,1568778542,4
2.0,2.0,1370,939,35.2505,-97.4596,1568778537,4
2.0,2.0,1370,939,35.2505,-97.4596,1568778615,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778152,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778508,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778426,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778308,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778652,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778572,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778465,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778197,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778698,4
2.0,2.0,1350,939,35.2505,-97.4596,1568778221,4
1.0,1.0,1186,939,30.2989,-81.6324,1577358644,9
1.0,2.0,783,939,33.56,-101.8904,1575506888,3
1.0,3.0,1895,940,43.0724,-89.4003,1577015699,2
2.0,2.0,1832,940,36.3086,-78.5906,1577358401,6
1.0,1.0,1685,940,38.7999,-77.1072,1577358564,9
1.0,1.0,1489,940,39.6894,-105.1119,1577359188,11
2.0,2.0,1398,940,39.7883,-104.8265,1568756483,9
2.0,2.0,1325,940,39.6894,-105.1119,1577359559,0
1.5,2.0,1265,940,39.6821,-104.8846,1568752591,3
2.0,2.0,1190,940,42.7449,-83.0073,1577359489,0
1.0,2.0,1135,940,36.8344,-76.0258,1568750771,0
1.0,2.0,968,940,41.4983,-81.6437,1568754274,1
1.0,2.0,932,940,41.4983,-81.6437,1568754239,1
1.5,2.0,922,940,35.4571,-81.8035,1568781333,5
1.0,2.0,795,940,39.1585,-84.5946,1568766920,3
2.0,2.0,659,940,41.6307,-83.5779,1568745837,4
1.0,2.0,625,940,47.9179,-97.0658,1577360064,0
1.0,2.0,1755,941,41.8625,-87.6825,1577359301,2
1.0,1.0,1415,941,35.3753,-119.0319,1577359160,0
1.0,0.0,2400,942,38.5587,-121.432,1577360405,0
1.0,2.0,1495,942,39.4276,-76.7727,1568779612,7
2.0,2.0,1216,942,34.025,-84.3128,1568781190,3
2.0,2.0,1190,942,32.9108,-96.7321,1568760811,2
1.0,1.0,1115,942,39.6309,-84.2621,1568771586,4
1.0,1.0,1075,942,42.9644,-87.9868,1577358718,9
2.0,2.0,964,942,38.8021,-104.7105,1568771973,5
1.0,1.0,1367,943,35.471,-97.5299,1577016825,0
1.5,3.0,1320,943,38.8516,-76.8871,1568754219,4
2.0,2.0,1177,943,30.1868,-93.1908,1577358596,7
2.0,2.0,2020,944,32.8479,-116.9881,1577015265,10
2.0,2.0,1840,944,33.9136,-118.3527,1568763914,7
1.5,2.0,1795,944,39.0744,-94.5521,1577359901,0
2.0,2.0,1703,944,47.3765,-122.0994,1568777536,5
2.0,2.0,1600,944,39.0073,-76.6827,1568779293,1
1.5,2.0,1495,944,39.6828,-104.8078,1577359872,0
1.5,2.0,1100,944,29.4624,-98.5253,1577359508,0
1.0,1.0,1010,944,35.7238,-78.8695,1568755056,6
1.0,2.0,1825,945,40.6277,-74.4334,1568751023,0
1.0,2.0,1514,945,28.6495,-81.2024,1577359122,6
1.0,1.0,1400,945,43.1028,-75.2262,1576667766,0
1.0,2.0,1200,945,44.9,-93.3233,1577359285,5
1.0,1.0,1077,945,35.9999,-78.9413,1568776749,10
2.0,2.0,860,945,32.7693,-96.6848,1568753763,9
2.0,4.0,1352,946,40.1145,-88.2723,1577359072,3
1.0,2.0,1290,946,44.9855,-93.3023,1576666475,5
2.0,2.0,1245,946,38.0172,-84.4931,1575978372,0
2.0,2.0,1240,946,30.3054,-97.7497,1577017087,0
1.0,2.0,995,946,41.5927,-93.6276,1577359129,8
2.0,2.0,1300,947,39.6894,-105.1119,1577360247,0
2.0,2.0,1775,948,33.75,-117.9892,1577016106,0
2.0,2.0,1650,948,47.8056,-122.3716,1568770435,4
1.0,1.0,1595,948,39.9918,-74.8073,1568776114,0
1.0,2.0,1402,948,40.8866,-74.7498,1568768288,6
1.0,1.0,3565,949,41.8625,-87.6825,1577359343,0
2.0,2.0,2275,949,37.7547,-121.9529,1577017014,1
2.0,2.0,1696,949,42.9442,-71.5194,1568772535,7
2.0,2.0,1655,949,42.9442,-71.5194,1568772574,7
2.0,2.0,1648,949,39.1679,-84.4933,1577014890,8
1.5,3.0,1635,949,39.1679,-84.4933,1577359711,0
1.0,2.0,1289,949,44.9405,-93.1027,1577017139,0
1.5,1.0,3198,950,34.0806,-118.4029,1577360540,0
2.0,2.0,2998,950,34.0372,-118.2972,1577015420,9
1.0,2.0,2695,950,34.0263,-118.4732,1568770025,2
1.0,1.0,2395,950,39.266,-76.8455,1568773352,2
1.0,2.0,2325,950,34.0372,-118.2972,1577359577,0
1.5,2.0,2300,950,37.7078,-122.1435,1577360118,0
2.0,2.0,2215,950,34.1542,-118.4447,1577360147,0
2.0,2.0,2210,950,36.8532,-76.2902,1568755186,1
1.0,2.0,1895,950,42.2081,-70.9524,1568757401,5
1.0,2.0,1885,950,42.2081,-70.9524,1568757263,5
1.5,2.0,1795,950,34.2017,-118.492,1577271556,5
2.0,2.0,1788,950,47.7179,-122.2059,1568775590,4
2.0,2.0,1725,950,40.0054,-75.1415,1577359879,0
2.0,2.0,1580,950,47.4608,-122.2095,1568779500,3
1.5,2.0,1500,950,33.9538,-118.2929,1568754911,3
1.5,2.0,1495,950,44.9,-93.3233,1577360412,0
1.0,2.0,1475,950,47.9338,-122.2052,1577359854,0
1.0,2.0,1450,950,44.4613,-73.1972,1568775470,2
1.0,2.0,1445,950,43.0531,-87.9659,1577015682,6
1.5,1.0,1425,950,29.2828,-94.8253,1577017025,0
1.0,2.0,1400,950,45.5091,-122.6449,1577360049,0
1.0,2.0,1399,950,44.9855,-93.3023,1577017136,0
2.0,2.0,1387,950,33.1993,-97.1268,1577016862,3
1.0,2.0,1380,950,37.0451,-76.3664,1577015951,0
2.0,3.0,1360,950,61.1521,-149.8508,1577359000,3
1.0,1.0,1353,950,32.8524,-97.0886,1568779071,5
1.0,3.0,1350,950,40.4969,-86.9659,1577358836,4
1.0,2.0,1350,950,44.9235,-93.4704,1577017064,0
2.0,2.0,1300,950,35.4815,-97.5355,1568781766,6
1.0,2.0,1300,950,41.9049,-71.1027,1568769209,0
1.0,1.0,1299,950,40.7683,-74.2372,1568769585,1
1.0,2.0,1299,950,42.829,-71.658,1568758810,3
1.0,2.0,1250,950,39.8787,-75.3228,1577359884,0
2.0,2.0,1230,950,40.1171,-88.1889,1577359083,3
1.0,2.0,1225,950,39.8163,-98.5576,1577359133,9
1.5,2.0,1200,950,36.8328,-76.3529,1577360377,0
1.0,2.0,1150,950,42.4583,-83.138,1577359436,3
1.0,1.0,1122,950,42.6646,-83.2739,1577358512,12
1.0,2.0,1120,950,37.0483,-76.4118,1568760288,8
2.0,3.0,1109,950,36.9141,-76.2882,1568754117,3
1.0,2.0,1100,950,38.5842,-90.4165,1577015785,4
1.0,2.0,1099,950,33.8737,-84.5097,1568782051,5
1.0,1.0,1095,950,45.6558,-122.5888,1577360497,0
1.5,2.0,1090,950,42.663,-83.0352,1577359491,0
1.0,3.0,1050,950,39.9974,-82.9829,1575637932,3
1.0,2.0,1044,950,34.025,-84.3128,1568781298,5
2.0,2.0,1009,950,41.5835,-93.7597,1577360316,0
1.0,1.0,1009,950,34.7794,-82.3026,1577358737,0
1.0,2.0,1000,950,42.5286,-92.4509,1577358968,2
1.0,2.0,995,950,41.2562,-96.0404,1577360067,0
1.0,2.0,995,950,41.2562,-96.0404,1577359579,0
2.0,2.0,994,950,29.8831,-97.945,1577015016,1
2.0,2.0,979,950,35.823,-78.6438,1577015753,9
1.0,2.0,970,950,41.2562,-96.0404,1577359579,0
2.0,2.0,958,950,30.0021,-95.2555,1576667821,0
2.0,2.0,950,950,43.6089,-72.973,1568776043,2
